Account,Coin,Execution Price,Size Tokens,Size USD,Side,Timestamp IST,Start Position,Direction,Closed PnL,Transaction Hash,Order ID,Crossed,Fee,Trade ID,Timestamp,Date,timestamp,value,classification,Profitable,PnL_per_USD,Sentiment_Level,Day_of_Week,Volume_Category
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.587,307.14,4787.39,BUY,07-03-2025 00:00,6247.08,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772,True,1.675586,808000000000000.0,1740000000000.0,2025-03-07,1741325400,34,Fear,False,0.0,Negative,Friday,High
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.587,188.12,2932.23,BUY,07-03-2025 00:00,6554.22,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772,True,1.026279,629000000000000.0,1740000000000.0,2025-03-07,1741325400,34,Fear,False,0.0,Negative,Friday,High
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,13.002,188.19,2446.85,SELL,14-03-2025 00:00,180607.46,Close Long,7.508781,0x9ec3182d3e4e961dd82a041f7cea14018c005c195a423e3572629757b69f2509,79575525409,False,0.0,119000000000000.0,1740000000000.0,2025-03-14,1741930200,27,Fear,True,0.0030687541124302677,Negative,Friday,High
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,13.002,209.77,2727.43,SELL,14-03-2025 00:00,180419.27,Close Long,8.369823,0x0e32a50fd360d74b531b041f7cea2401b00054c3d21fe77492338d64968e0de4,79575525409,False,0.0,207000000000000.0,1740000000000.0,2025-03-14,1741930200,27,Fear,True,0.003068758134947552,Negative,Friday,High
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,13.002,170.52,2217.1,SELL,14-03-2025 00:00,180209.5,Close Long,6.803748,0x0000000000000000000000000000000000000000000000000000000000000000,79575525409,False,0.0,1020000000000000.0,1740000000000.0,2025-03-14,1741930200,27,Fear,True,0.003068760092012088,Negative,Friday,High
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,13.002,156.72,2037.67,SELL,14-03-2025 00:00,180038.98,Close Long,6.253128,0xc323971d91716dc77921041f7cea6e01ee00eacd802734df3ab816166938661c,79575525409,False,0.0,6010000000000.0,1740000000000.0,2025-03-14,1741930200,27,Fear,True,0.003068763833201647,Negative,Friday,High
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,13.002,706.32,9183.57,SELL,14-03-2025 00:00,179882.26,Close Long,28.182168,0x672560f782e0f5eb1b66041f7cea8d018600f33f46e960f501a35a8550116670,79575525409,False,0.0,189000000000000.0,1740000000000.0,2025-03-14,1741930200,27,Fear,True,0.0030687595346907577,Negative,Friday,High
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,13.002,321.71,4182.87,SELL,14-03-2025 00:00,179175.94,Close Long,12.836229,0xccc5fe5eda03f29a5240041f7ceaa80201f0009f4db9f03b6d9104b66da72974,79575525409,False,0.0,222000000000000.0,1740000000000.0,2025-03-14,1741930200,27,Fear,True,0.00306876116159479,Negative,Friday,High
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,13.004,269.36,3502.76,SELL,14-03-2025 00:00,178854.23,Close Long,11.286184,0x36c2294ce17e65bd2e47041f7cead002011a009d7a9110eca4700b075374ecfd,79575525410,False,0.0,563000000000000.0,1740000000000.0,2025-03-14,1741930200,27,Fear,True,0.0032220831572816865,Negative,Friday,High
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,13.004,37.42,486.61,SELL,14-03-2025 00:00,178584.87,Close Long,1.567898,0x3b6bb617a7e2fb6c3b5d041f7ceadc02015800fb32d1a27c1b15113cf889bd19,79575525410,False,0.0,159000000000000.0,1740000000000.0,2025-03-14,1741930200,27,Fear,True,0.0032220833932718193,Negative,Friday,Medium
